case_id,surveytime,module_end,scales_first,self_first,condition,sex_submit,sex_clicks,gender_submit,gender_clicks,firstord_submit,firstord_clicks,thirdord_submit,thirdord_clicks,natenviy,natcrimy,nateducy,natarmsy,natsci,natfarey,discaffm,posslqy,wrkstat_fulltime,wrkstat_parttime,wrkstat_notatwork,wrkstat_unemployed,wrkstat_retired,wrkstat_school,wrkstat_keephouse,wrkstat_other,wrkstat_other_text,weekswrk,fear_sa,fear_ipv,fear_aqnt,fear_strn,fear_murd,protect_alarm,protect_firearm,protect_knife,protect_mace,protect_taser,protect_whistle,protect_other,protect_other_text,protect_none,viol_throw,viol_push,viol_hit,viol_hitobj,viol_burn,viol_sa,viol_chokedrown,viol_knifegun,viol_stabshot,viol_none,perp_stranger,perp_school,perp_work,perp_neighbor,perp_friend,perp_relative,perp_lover,perp_partner,perp_other,perp_other_text,class,finalter,hispanic_binary,hispanic_detail,hispanic_other_text,white,black,amerind,asianind,chinese,filipino,japanese,korean,vietnamese,otherasian,hawaiian,guamcham,samoan,pacisland,otherrace,otherrace_text,discaff,marhomo,happy,health,mntlhlth,prtypref,prtypref_other_text,polviews,born,parborn,granborn,grade,diploma,coldegree,coldegree_type,earnrs,income06,dwelown,dwelown_other_text,cohort,firstord_fem,firstord_masc,thirdord_fem,thirdord_masc,sex,gender,gender_other_text,arrest,lockedup,rhhwork,famfinan,earnshh,cutahead,volchrty,givchrty,helpaway,carried,talkedto,hrdshp1,hrdshp4,hrdshp5,hrdshp7,partners,sexfreq,sexornt,sexsex18,cisgender,female,male,woman,man,gnlh,trans_direct,trans_indirect,polar1,polar3,crossgen1,crossgen3,notconven1,notconven3,married,fear_avg,protect_count,viol_count,race_count,race_detail,race_gss,goodhealth,health_3cat,educ,inc_cont,age,region_census,region_gss
1205,539,no,no,yes,3,3.819,1,3.3069999,1,10.27,2,4.3429999,2,Spending the right amount,Spending too little,Spending too little,Spending the right amount,Spending the right amount,Spending the right amount,not very likely,married and living with spouse,no,no,no,no,no,no,no,yes,Homemaker/taking care of my children,0,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,yes,no,no,no,no,no,no,,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,working class,stayed the same,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Strongly agree,Very happy,Good,0,Independent,,Liberal,yes,yes,no,12th,yes,yes,Bachelor's,1,,Own/buying,,1968,5,1,5,1,Female,Woman,,no,no,4,Pool the money,I have no income,At least once a month,At least once a month,At least once in the past year,At least once in the past year,At least once in the past year,At least once in the past year,,,,N/A,1,About once a week,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,4,4,SR conforming,RA conforming,SR conforming,RA conforming,yes,Not at all afraid,1,0,1,White,White,good/excellent,good,16,,46,Pacific,West
1206,952,yes,yes,no,6,3.707,1,3.997,1,6.7220001,2,58.650002,3,Spending too little,Spending the right amount,Spending too little,Spending too little,Spending the right amount,Spending the right amount,very likely,not living with spouse/partner,yes,no,no,no,no,no,no,no,,52,Not at all afraid,Not at all afraid,1,2,1,no,no,no,yes,no,no,no,,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,N / A,working class,getting better,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,very likely,Strongly disagree,Pretty happy,Excellent,0,Republican,,Slightly conservative,yes,yes,yes,12th,yes,no,,1,"$25,000-29,999",Paying rent,,1955,Not at all,Very,Not at all,Very,Male,Man,,no,no,3,,,At least once a month,Not at all in past year,At least once a month,Not at all in past year,Not at all in past year,At least once in the past year,No,No,No,No,1,About once a week,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,Very polar,Very polar,SR conforming,RA conforming,SR conforming,RA conforming,no,.80000001,1,0,1,White,White,good/excellent,excellent,12,2.75,59,East North Central,Midwest
1207,343,no,no,no,4,3.5050001,1,6.3319998,1,6.4679999,2,7.369,2,Spending too little,Spending too much,Spending too little,Spending too much,Spending too little,Spending too little,not very likely,no partner,yes,no,no,no,no,no,no,no,,0,Not at all afraid,Not at all afraid,1,1,Not at all afraid,no,no,yes,no,no,no,no,,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,lower class,getting better,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Strongly agree,Not too happy,Fair,20,Independent,,Liberal,yes,yes,yes,12th,yes,yes,Associate,0,"$1,000-2,999",Paying rent,,1983,1,1,3,4,Male,Man,,yes,yes,1,,,At least once in the past year,Not at all in past year,Not at all in past year,At least once in the past year,Not at all in past year,Not at all in past year,No,Yes,Yes,No,1,About once a month,Bisexual,"Some men, mostly women",yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,Not at all polar,1,SR conforming,RA conforming,SR nonconforming,RA conforming,no,.40000001,1,0,1,White,White,fair/poor,fair/poor,14,.2,31,Pacific,West
1208,3171,no,no,no,4,3.5829999,1,2.631,1,13.215,2,6.5819998,2,Spending the right amount,Spending the right amount,Spending too little,Spending too much,Spending too little,Spending too little,not very likely,living with partner,yes,no,no,no,no,no,no,no,,51,4,Not at all afraid,4,4,5,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,working class,stayed the same,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Strongly agree,Pretty happy,Good,15,Democrat,,Slightly liberal,yes,yes,yes,12th,yes,no,,2,"$20,000-22,499",Paying rent,,1990,4,2,Very,1,Female,Woman,,no,no,3,"Pool some money, keep some separate",We have about the same income,At least once a month,Not at all in past year,Not at all in past year,At least once in the past year,At least once in the past year,At least once a week,No,Yes,Yes,No,1,2-3 times a week,"Heterosexual, straight","Some women, mostly men",yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,2,5,SR conforming,RA conforming,SR conforming,RA conforming,no,3.4000001,0,0,1,White,White,good/excellent,good,12,2.125,24,Mountain,West
1209,582,no,yes,yes,1,4.1609998,1,2.789,1,11.242,4,6.4029999,3,Spending too little,Spending too much,Spending too much,Spending the right amount,Spending too little,Spending the right amount,not very likely,living with partner,yes,no,no,no,no,no,no,no,,52,4,Not at all afraid,Not at all afraid,4,2,no,yes,no,no,no,no,yes,dog,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,working class,getting worse,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,somewhat likely,Strongly agree,Not too happy,Poor,10,Democrat,,Slightly liberal,yes,yes,yes,12th,yes,yes,Bachelor's,2,"$40,000-49,999",Own/buying,,1956,5,1,5,2,Female,Woman,,no,no,15,"Pool some money, keep some separate",Spouse/partner has higher income,At least once a month,At least once in the past year,At least once a month,At least once in the past year,At least once a month,At least once a month,No,No,Yes,No,None,Not at all,"Heterosexual, straight","Some women, mostly men",yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,4,3,SR conforming,RA conforming,SR conforming,RA conforming,no,2,2,0,1,White,White,fair/poor,fair/poor,16,4.5,58,Pacific,West
1210,406,yes,yes,yes,5,2.829,1,2.8840001,1,10.087,3,9.3839998,2,Spending too little,Spending too much,Spending too little,Spending the right amount,Spending too little,Spending too little,not very likely,married and living with spouse,no,yes,no,no,no,no,no,no,,52,2,Not at all afraid,Not at all afraid,3,4,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,working class,getting worse,yes,Mexican,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Strongly agree,Pretty happy,Excellent,2,Democrat,,Slightly liberal,yes,yes,no,12th,yes,no,,2,"$35,000-39,999",Paying rent,,1961,4,3,4,4,Female,Woman,,yes,yes,10,"I manage money, give to spouse/partner",Spouse/partner has higher income,At least once a week,Not at all in past year,At least once in the past year,Not at all in past year,Not at all in past year,At least once in the past year,No,No,No,No,1,2-3 times a month,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,1,Not at all polar,SR conforming,RA conforming,SR conforming,RA nonconforming,yes,1.8,0,0,1,White,White,good/excellent,excellent,12,3.75,53,Pacific,West
1211,321,no,no,no,4,2.698,1,2.135,1,3.7019999,2,4.6849999,2,Spending too little,Spending too little,Spending the right amount,Spending the right amount,Spending too little,Spending too little,somewhat likely,not living with spouse/partner,yes,no,no,no,no,no,no,no,,52,Not at all afraid,Not at all afraid,Not at all afraid,1,Not at all afraid,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,middle class,getting better,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Agree,Pretty happy,Excellent,1,Democrat,,Slightly liberal,yes,yes,yes,12th,yes,yes,Graduate or Professional,1,"$75,000-89,999",Paying rent,,1982,Not at all,4,Not at all,4,Male,Man,,no,no,4,Keep money separate,I have a higher income,At least once a month,At least once in the past year,At least once a month,At least once a month,At least once in the past year,At least once in the past year,No,No,No,No,2,About once a week,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,4,4,SR conforming,RA conforming,SR conforming,RA conforming,no,.2,0,0,1,White,White,good/excellent,excellent,20,8.25,32,South Atlantic,South
1212,425,no,no,no,4,3.8929999,1,3.5420001,1,6.473,2,7.7249999,2,Spending too little,Spending too much,Spending too little,Spending too much,Spending the right amount,Spending too little,not very likely,no partner,yes,no,no,no,no,no,yes,no,,52,4,Not at all afraid,Not at all afraid,4,3,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,middle class,stayed the same,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Strongly agree,Pretty happy,Good,25,Democrat,,Extremely liberal,yes,yes,yes,12th,yes,yes,Graduate or Professional,1,"$50,000-59,999",Own/buying,,1954,5,3,5,3,Female,Woman,,yes,no,20,,,At least once in the past year,Not at all in past year,At least once a month,Not at all in past year,At least once in the past year,At least once a month,No,No,No,No,None,Not at all,Bisexual,"Some women, mostly men",yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,2,2,SR conforming,RA conforming,SR conforming,RA conforming,no,2.2,0,0,1,White,White,good/excellent,good,20,5.5,60,Mountain,West
1213,394,no,yes,no,2,4.5890002,1,2.984,1,6.1440001,3,9.1269999,2,Spending too little,Spending too much,Spending too little,Spending too much,Spending too little,Spending too little,somewhat likely,living with partner,yes,no,no,no,no,no,no,no,,52,1,Not at all afraid,Not at all afraid,1,Not at all afraid,no,no,yes,no,no,no,no,,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,middle class,stayed the same,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,somewhat likely,Strongly agree,Pretty happy,Excellent,5,Democrat,,Extremely liberal,yes,yes,yes,12th,yes,yes,Graduate or Professional,2,"$60,000-74,999",Paying rent,,1988,4,1,4,1,Female,Woman,,no,no,8,Keep money separate,I have a much higher income,At least once in the past year,Not at all in past year,At least once in the past year,Not at all in past year,At least once in the past year,At least once in the past year,No,No,No,No,1,2-3 times a week,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,3,3,SR conforming,RA conforming,SR conforming,RA conforming,no,.40000001,1,0,1,White,White,good/excellent,excellent,20,6.75,26,Pacific,West
1214,605,yes,no,yes,7,4.1440001,1,3.1630001,1,6.4889998,2,5.3150001,2,Spending too little,Spending too much,Spending too little,Spending too much,Spending too little,Spending the right amount,not very likely,not living with spouse/partner,yes,no,no,no,no,yes,no,no,,48,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,working class,getting better,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Strongly agree,Pretty happy,Excellent,0,Independent,,Extremely liberal,yes,yes,yes,12th,yes,no,,2,"$35,000-39,999",Paying rent,,1988,Not at all,Very,Not at all,Very,Male,Man,,no,no,5,"Pool some money, keep some separate",We have about the same income,At least once in the past year,Not at all in past year,At least once in the past year,Not at all in past year,Not at all in past year,At least once in the past year,,,,,1,About once a week,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,Very polar,Very polar,SR conforming,RA conforming,SR conforming,RA conforming,no,Not at all afraid,0,0,1,White,White,good/excellent,excellent,12,3.75,26,Middle Atlantic,Northeast
1215,518,no,no,yes,3,5.823,1,3.6259999,1,13.97,2,6.2189999,2,Spending too much,Spending too little,Spending too little,Spending too little,Spending too much,Spending too much,somewhat likely,married and living with spouse,no,yes,no,no,no,no,no,no,,26,2,Not at all afraid,Not at all afraid,3,2,yes,no,yes,no,no,no,no,,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,working class,stayed the same,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,somewhat likely,Agree,Pretty happy,Good,0,Republican,,Slightly conservative,yes,yes,yes,12th,yes,no,,2,"$50,000-59,999",Own/buying,,1970,4,2,4,2,Female,Woman,,no,no,2,Pool the money,Spouse/partner has higher income,At least once in the past year,At least once in the past year,At least once in the past year,At least once in the past year,At least once in the past year,At least once in the past year,,,,,1,2-3 times a week,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,2,2,SR conforming,RA conforming,SR conforming,RA conforming,yes,1.4,2,0,1,White,White,good/excellent,good,12,5.5,44,Mountain,West
1216,486,yes,yes,yes,5,4.0380001,1,2.7620001,1,12.639,2,7.1240001,2,Spending too little,Spending too much,Spending too little,Spending the right amount,Spending too little,Spending too little,not very likely,living with partner,no,yes,no,no,no,no,no,no,,0,Not at all afraid,1,Not at all afraid,Not at all afraid,Not at all afraid,no,no,no,no,no,no,no,,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,,working class,getting worse,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Strongly agree,Not too happy,Fair,20,Independent,,Liberal,yes,yes,no,12th,yes,no,,0,"$10,000-12,499",Paying rent,,1988,5,1,5,1,Female,Woman,,yes,no,5,Keep money separate,We have about the same income,Not at all in past year,Not at all in past year,Not at all in past year,At least once in the past year,At least once in the past year,At least once a week,Yes,Yes,Yes,No,1,About once a month,Bisexual,Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,4,4,SR conforming,RA conforming,SR conforming,RA conforming,no,.2,0,2,1,White,White,fair/poor,fair/poor,12,1.125,26,East North Central,Midwest
1217,969,yes,yes,no,6,4.9190001,1,221.369,1,34.77,2,7.1869998,5,Spending too much,Spending too little,Spending too little,Spending too little,Spending the right amount,Spending the right amount,somewhat likely,no partner,yes,no,no,no,no,no,no,no,,52,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,no,yes,no,no,no,no,no,,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,middle class,getting better,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,very likely,Strongly agree,Very happy,Excellent,0,Republican,,Conservative,yes,yes,yes,12th,yes,no,,1,"$30,000-34,999",Paying rent,,1985,Not at all,5,Not at all,5,Male,Man,,no,no,3,,,At least once a month,At least once a month,At least once a month,Not at all in past year,Not at all in past year,At least once in the past year,No,No,No,No,1,About once a week,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,5,5,SR conforming,RA conforming,SR conforming,RA conforming,no,Not at all afraid,1,0,1,White,White,good/excellent,excellent,12,3.25,29,East South Central,South
1218,391,no,no,no,4,2.2160001,1,2.348,1,3.997,3,4.2399998,2,Spending too little,Spending too little,Spending too little,Spending too much,Spending too little,Spending the right amount,somewhat likely,not living with spouse/partner,no,no,no,no,no,yes,no,no,,20,1,1,1,Not at all afraid,Not at all afraid,no,yes,yes,no,no,no,no,,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,,working class,getting worse,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,somewhat likely,Strongly agree,Not too happy,Fair,30,Independent,,Slightly liberal,yes,no,yes,12th,yes,no,,2,"$35,000-39,999",Paying rent,,1994,4,2,3,4,Male,Man,,no,no,5,Pool the money,I have no income,At least once in the past year,Not at all in past year,At least once in the past year,At least once in the past year,Not at all in past year,At least once a week,N/A,Yes,No,No,1,2-3 times a week,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,2,1,SR nonconforming,RA conforming,SR nonconforming,RA conforming,no,.60000002,2,1,1,White,White,fair/poor,fair/poor,12,3.75,20,East North Central,Midwest
1219,610,yes,no,yes,7,5.9489999,1,3.473,1,8.0030003,2,5.9419999,2,Spending the right amount,Spending too little,Spending too little,Spending the right amount,Spending too little,Spending too much,very likely,married and living with spouse,yes,no,no,no,no,no,yes,no,,48,Not at all afraid,2,1,Not at all afraid,Not at all afraid,no,yes,yes,no,no,no,no,,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,,middle class,getting better,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,very likely,Strongly disagree,Very happy,Good,5,Republican,,Extremely conservative,yes,yes,yes,12th,yes,no,,2,"$60,000-74,999",Own/buying,,1977,Very,Not at all,Very,Not at all,Female,Woman,,no,no,15,Pool the money,Spouse/partner has much higher income,At least once a month,Not at all in past year,At least once in the past year,Not at all in past year,At least once in the past year,At least once a month,Yes,Yes,N/A,,1,2-3 times a week,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,Very polar,Very polar,SR conforming,RA conforming,SR conforming,RA conforming,yes,.60000002,2,4,1,White,White,good/excellent,good,12,6.75,37,East South Central,South
1220,1264,yes,no,no,8,6.0180001,1,4.9169998,1,10.42,2,6.5409999,2,Spending too little,Spending too much,Spending too little,Spending too much,Spending too little,Spending too much,somewhat likely,married and living with spouse,yes,no,no,no,no,no,no,no,,52,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,no,no,yes,no,no,no,no,,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,,working class,getting worse,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,somewhat likely,Strongly agree,Pretty happy,Good,0,Republican,,Slightly conservative,yes,yes,yes,12th,yes,yes,Bachelor's,1,"$75,000-89,999",Paying rent,,1983,1,3,1,3,Male,Man,,yes,yes,5,"Pool some money, keep some separate",We have about the same income,Not at all in past year,Not at all in past year,Not at all in past year,At least once in the past year,Not at all in past year,Not at all in past year,No,No,No,No,1,2-3 times a week,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,2,2,SR conforming,RA conforming,SR conforming,RA conforming,yes,Not at all afraid,1,1,1,White,White,good/excellent,good,16,8.25,31,East North Central,Midwest
1221,514,no,yes,no,2,3.7049999,1,3.05,1,3.4779999,2,4.8660002,3,Spending too little,Spending too much,Spending too little,Spending too much,Spending too little,Spending the right amount,somewhat likely,living with partner,yes,no,no,no,no,no,no,no,,50,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,working class,getting better,no,Not Hispanic,,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,...,somewhat likely,Strongly agree,Pretty happy,Good,0,Democrat,,Slightly liberal,yes,yes,yes,12th,yes,yes,Bachelor's,2,"$75,000-89,999",Paying rent,,1988,Not at all,Very,Not at all,Very,Male,Man,,no,no,8,Pool the money,I have a higher income,At least once a month,At least once in the past year,At least once in the past year,Not at all in past year,At least once in the past year,At least once in the past year,No,No,No,No,1,4 or more times a week,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,Very polar,Very polar,SR conforming,RA conforming,SR conforming,RA conforming,no,Not at all afraid,0,0,1,Black/AfAm,Black,good/excellent,good,16,8.25,26,South Atlantic,South
1222,460,no,yes,no,2,4.987,1,3.8629999,1,6.973,3,9.9169998,2,Spending too much,Spending too much,Spending too little,Spending too much,Spending the right amount,Spending too little,not very likely,not living with spouse/partner,yes,no,no,no,no,yes,yes,no,,40,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,working class,getting worse,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Disagree,Pretty happy,Good,1,Democrat,,Slightly liberal,yes,yes,yes,12th,yes,yes,Associate,1,"$17,500-19,999",Paying rent,,1984,4,3,4,1,Female,Woman,,yes,yes,8,Keep money separate,Spouse/partner has higher income,At least once a month,At least once in the past year,At least once in the past year,At least once a month,Not at all in past year,At least once a week,No,Yes,Yes,No,1,About once a week,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,1,3,SR conforming,RA conforming,SR conforming,RA conforming,no,Not at all afraid,0,0,1,White,White,good/excellent,good,14,1.875,30,East South Central,South
1223,788,yes,yes,no,6,4.131,1,3.6029999,1,5.7259998,2,9.3240004,2,Spending the right amount,Spending too little,Spending too little,Spending the right amount,Spending too little,Spending the right amount,very likely,living with partner,no,yes,no,no,no,no,yes,no,,4,Not at all afraid,Not at all afraid,Not at all afraid,3,3,no,yes,yes,yes,no,no,no,,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,working class,getting better,no,Not Hispanic,,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Disagree,Pretty happy,Fair,0,Independent,,Moderate,yes,yes,yes,12th,yes,yes,Associate,2,"$40,000-49,999",Paying rent,,1979,Very,Not at all,Very,Not at all,Female,Woman,,no,no,7,Pool the money,Spouse/partner has much higher income,At least once in the past year,At least once a month,Not at all in past year,Not at all in past year,Not at all in past year,At least once a month,No,No,Yes,No,1,2-3 times a month,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,Very polar,Very polar,SR conforming,RA conforming,SR conforming,RA conforming,no,1.2,3,0,1,Black/AfAm,Black,fair/poor,fair/poor,14,4.5,35,South Atlantic,South
1224,486,no,no,yes,3,2.4460001,1,2.8499999,1,13.585,2,6.7839999,2,Spending too little,Spending too much,Spending too little,Spending too much,Spending too little,Spending too little,somewhat likely,married and living with spouse,no,no,no,no,no,no,yes,no,,0,4,Not at all afraid,3,5,5,yes,no,no,no,no,no,no,,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,working class,stayed the same,no,Not Hispanic,,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Strongly agree,Pretty happy,Good,25,Other,neutral,Moderate,yes,yes,yes,12th,yes,yes,Associate,1,"$30,000-34,999",Own/buying,,1974,4,1,4,1,Female,Woman,,no,no,28,Pool the money,I have no income,At least once a month,At least once a week,At least once a week,At least once in the past year,Not at all in past year,At least once a week,Yes,,Yes,,1,2-3 times a week,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,3,3,SR conforming,RA conforming,SR conforming,RA conforming,yes,3.4000001,1,0,2,Multiracial,Another race(s),good/excellent,good,14,3.25,40,East North Central,Midwest
1225,1276,yes,yes,no,6,3.9820001,1,3.1589999,1,5.0879998,2,8.5819998,2,Spending too little,Spending too much,Spending too little,Spending too much,Spending too little,Spending too little,not very likely,no partner,yes,no,no,no,no,no,no,no,,50,Not at all afraid,Not at all afraid,1,2,Not at all afraid,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,working class,stayed the same,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Strongly agree,Pretty happy,Good,2,Independent,,Slightly liberal,yes,yes,yes,12th,yes,no,,1,"$20,000-22,499",Paying rent,,1989,2,4,2,4,Male,Man,,no,no,3,,,At least once a month,Not at all in past year,At least once in the past year,At least once in the past year,At least once a month,At least once a month,No,No,Yes,No,2,About once a month,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,2,2,SR conforming,RA conforming,SR conforming,RA conforming,no,.60000002,0,0,1,White,White,good/excellent,good,12,2.125,25,Middle Atlantic,Northeast
1226,358,no,yes,no,2,2.6210001,1,1.995,1,4.0830002,3,7.6079998,3,Spending the right amount,Spending too much,Spending too little,Spending too much,Spending too little,Spending the right amount,not very likely,no partner,no,no,no,no,no,yes,no,no,,6,Not at all afraid,1,1,Not at all afraid,1,no,no,no,no,no,no,no,,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,,middle class,getting better,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Agree,Pretty happy,Good,3,Republican,,Slightly conservative,yes,yes,yes,12th,yes,no,,2,"$75,000-89,999",Paying rent,,1995,1,3,1,4,Male,Man,,no,no,3,,,At least once a month,At least once in the past year,At least once in the past year,Not at all in past year,At least once in the past year,At least once in the past year,No,No,No,No,None,Not at all,"Heterosexual, straight",None,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,2,3,SR conforming,RA conforming,SR conforming,RA conforming,no,.60000002,0,1,1,White,White,good/excellent,good,12,8.25,19,South Atlantic,South
1227,542,no,no,no,4,3.152,1,5.2119999,1,4.5,2,11.256,2,Spending too little,Spending the right amount,Spending too little,Spending too much,Spending too little,Spending too little,not very likely,no partner,no,yes,no,no,no,no,no,no,,50,1,Not at all afraid,1,2,Not at all afraid,no,no,no,no,no,no,yes,carry my Rosary with the Crucifix on it,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,working class,getting worse,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Strongly agree,Very happy,Good,0,Democrat,,Slightly liberal,yes,yes,yes,12th,yes,yes,Graduate or Professional,1,"$30,000-34,999",Paying rent,,1940,3,3,4,2,Female,Woman,,no,no,10,,,At least once a month,At least once a week,At least once in the past year,Not at all in past year,At least once in the past year,At least once a month,No,No,No,No,None,Not at all,"Heterosexual, straight",None,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,Not at all polar,2,SR conforming,RA conforming,SR nonconforming,RA conforming,no,.80000001,1,0,1,White,White,good/excellent,good,20,3.25,74,East North Central,Midwest
